 ,Angle,Frequency,Normalized Frequency
1,-90,12609.1503,0.0348
2,-89,6403.5248,0.0177
3,-88,3656.1854,0.0101
4,-87,3201.9325,0.0088
5,-86,4969.5966,0.0137
6,-85,991.6766,0.0027
7,-84,535.8478,0.0015
8,-83,432.1119,0.0012
9,-82,441.4816,0.0012
10,-81,532.6566,0.0015
11,-80,773.6439,0.0021
12,-79,1035.4994,0.0029
13,-78,816.4786,0.0023
14,-77,644.6349,0.0018
15,-76,684.0613,0.0019
16,-75,1887.7386,0.0052
17,-74,1331.5795,0.0037
18,-73,1327.6906,0.0037
19,-72,787.3755,0.0022
20,-71,557.6091,0.0015
21,-70,518.0377,0.0014
22,-69,525.3699,0.0015
23,-68,656.6863,0.0018
24,-67,845.1222,0.0023
25,-66,437.4468,0.0012
26,-65,338.4302,0.0009
27,-64,316.0396,0.0009
28,-63,322.7294,0.0009
29,-62,341.8541,0.0009
30,-61,445.1378,0.0012
31,-60,709.0162,0.0020
32,-59,634.9980,0.0018
33,-58,650.1156,0.0018
34,-57,628.5459,0.0017
35,-56,801.6741,0.0022
36,-55,959.5610,0.0027
37,-54,1245.7819,0.0034
38,-53,1543.5302,0.0043
39,-52,1622.3090,0.0045
40,-51,1461.3492,0.0040
41,-50,950.4977,0.0026
42,-49,832.3459,0.0023
43,-48,860.4404,0.0024
44,-47,1050.4227,0.0029
45,-46,2108.6737,0.0058
46,-45,5319.0199,0.0147
47,-44,3299.0050,0.0091
48,-43,1997.7596,0.0055
49,-42,4029.4076,0.0111
50,-41,6462.6146,0.0179
51,-40,4916.4686,0.0136
52,-39,3272.6281,0.0090
53,-38,2354.5453,0.0065
54,-37,2080.3549,0.0057
55,-36,2013.2538,0.0056
56,-35,2133.7489,0.0059
57,-34,2338.8024,0.0065
58,-33,2340.7294,0.0065
59,-32,2295.2609,0.0063
60,-31,2430.3824,0.0067
61,-30,2716.4259,0.0075
62,-29,2589.6268,0.0072
63,-28,2174.8888,0.0060
64,-27,1922.4156,0.0053
65,-26,6008.8314,0.0166
66,-25,6865.1239,0.0190
67,-24,3743.5995,0.0103
68,-23,1478.7748,0.0041
69,-22,1310.8123,0.0036
70,-21,1089.4821,0.0030
71,-20,1021.6462,0.0028
72,-19,1610.7889,0.0045
73,-18,3570.0175,0.0099
74,-17,3813.8051,0.0105
75,-16,4539.4506,0.0125
76,-15,4009.9086,0.0111
77,-14,2435.0804,0.0067
78,-13,2698.4174,0.0075
79,-12,2369.1578,0.0065
80,-11,1686.4362,0.0047
81,-10,1243.6650,0.0034
82,-9,997.4763,0.0028
83,-8,973.9487,0.0027
84,-7,1059.0477,0.0029
85,-6,1111.8074,0.0031
86,-5,1388.1782,0.0038
87,-4,2467.1029,0.0068
88,-3,2414.1405,0.0067
89,-2,3369.9679,0.0093
90,-1,1922.5980,0.0053
91,0,3416.1346,0.0094
92,1,2969.0367,0.0082
93,2,1440.8621,0.0040
94,3,972.9363,0.0027
95,4,800.9902,0.0022
96,5,772.6603,0.0021
97,6,1525.6473,0.0042
98,7,3191.9230,0.0088
99,8,2855.5751,0.0079
100,9,2735.6454,0.0076
101,10,2516.3597,0.0070
102,11,2057.0131,0.0057
103,12,1345.5231,0.0037
104,13,1063.8806,0.0029
105,14,1550.8107,0.0043
106,15,2340.5360,0.0065
107,16,1538.6127,0.0043
108,17,1806.5553,0.0050
109,18,2407.1725,0.0067
110,19,1346.9268,0.0037
111,20,830.1222,0.0023
112,21,1159.4941,0.0032
113,22,1845.5236,0.0051
114,23,985.1708,0.0027
115,24,0.0000,0.0000
116,25,1.2950,3.579E-6
117,26,96.5833,0.0003
118,27,90.1319,0.0002
119,28,108.3048,0.0003
120,29,106.8356,0.0003
121,30,113.2123,0.0003
122,31,287.6016,0.0008
123,32,322.6446,0.0009
124,33,329.5270,0.0009
125,34,587.9003,0.0016
126,35,904.0504,0.0025
127,36,1075.2272,0.0030
128,37,1421.0150,0.0039
129,38,3150.1361,0.0087
130,39,5916.7137,0.0164
131,40,4153.1844,0.0115
132,41,1256.2900,0.0035
133,42,1514.3217,0.0042
134,43,2265.8912,0.0063
135,44,4395.9467,0.0121
136,45,7423.1088,0.0205
137,46,4137.1576,0.0114
138,47,2750.1210,0.0076
139,48,2409.3409,0.0067
140,49,2113.9376,0.0058
141,50,2108.6097,0.0058
142,51,1854.8182,0.0051
143,52,1633.1512,0.0045
144,53,3128.1241,0.0086
145,54,3105.6749,0.0086
146,55,2087.4320,0.0058
147,56,1241.8279,0.0034
148,57,1501.8080,0.0042
149,58,1606.8368,0.0044
150,59,1329.9103,0.0037
151,60,1056.0111,0.0029
152,61,828.7484,0.0023
153,62,751.9716,0.0021
154,63,772.9625,0.0021
155,64,629.1361,0.0017
156,65,549.1910,0.0015
157,66,566.0544,0.0016
158,67,617.6681,0.0017
159,68,734.8612,0.0020
160,69,693.2720,0.0019
161,70,646.9760,0.0018
162,71,755.0072,0.0021
163,72,857.5803,0.0024
164,73,1196.3508,0.0033
165,74,3680.9720,0.0102
166,75,4550.7943,0.0126
167,76,3151.7574,0.0087
168,77,1295.1455,0.0036
169,78,717.3862,0.0020
170,79,782.6986,0.0022
171,80,976.5398,0.0027
172,81,2150.0924,0.0059
173,82,3231.5394,0.0089
174,83,1890.6163,0.0052
175,84,1785.3954,0.0049
176,85,1495.5975,0.0041
177,86,1975.1317,0.0055
178,87,2095.2311,0.0058
179,88,3046.2628,0.0084
180,89,6431.1635,0.0178
